operation, speedup_factor
Cos, 1.1482554014355923
Divide, 0.5077813213239347
GridSample, 7.727271210663582
MVN, 1.2743491540214282
Multiply, 0.31000275558004964
Power, 0.6637379189155266
SDPAExtended, 1.529963043406371
Sin, 1.1723659585399842
SoftMax, 3.033128212865472
Sqrt, 0.8798144593730005
Subtract, 0.9027251763200862
Swish, 1.3244884910485935
